payment_id,booking_id,customer_id,payment_attempt_time,payment_method,payment_status,payment_error_code,amount,currency,device,country,route_or_destination
PAY000000048,BKG000000048,1104419,2014-04-13 20:18:52,credit_card,success,NONE,611.35,USD,desktop,215,12757
PAY000000049,BKG000000049,489682,2014-10-08 09:12:47,apple_pay,success,NONE,184.79,USD,desktop,66,40859
PAY000000050,BKG000000050,418466,2013-09-25 14:45:25,paypal,success,NONE,163.37,USD,desktop,205,11922
PAY000000051,BKG000000051,250183,2013-02-16 08:51:52,credit_card,success,NONE,249.1,USD,desktop,66,12372
PAY000000052,BKG000000052,28616,2013-03-18 16:15:41,google_pay,failed,INSUFFICIENT_FUNDS,247.83,USD,desktop,66,29211
PAY000000053,BKG000000053,401193,2014-12-16 18:01:57,credit_card,success,NONE,181.68,GBP,desktop,77,20430
PAY000000054,BKG000000054,606599,2014-09-18 11:59:31,credit_card,success,NONE,270.73,USD,desktop,133,12737
PAY000000055,BKG000000055,789214,2014-12-11 07:39:41,debit_card,success,NONE,896.74,USD,desktop,218,8746
PAY000000056,BKG000000056,743575,2014-10-11 11:25:16,credit_card,success,NONE,1533.91,USD,desktop,80,9066
PAY000000057,BKG000000057,999757,2014-08-11 12:35:50,credit_card,failed,3DS_FAILED,312.66,EUR,desktop,167,11815
PAY000000058,BKG000000058,503219,2014-06-02 15:20:35,google_pay,success,NONE,254.95,USD,desktop,66,7635
PAY000000059,BKG000000059,503219,2014-06-02 13:39:35,paypal,success,NONE,224.41,USD,desktop,66,7635
PAY000000060,BKG000000060,967169,2014-10-15 16:00:40,credit_card,success,NONE,221.84,USD,mobile,69,23001
PAY000000061,BKG000000061,1053906,2013-07-29 22:31:09,credit_card,success,NONE,108.1,USD,desktop,66,12603
PAY000000062,BKG000000062,1072891,2014-12-09 14:41:06,apple_pay,success,NONE,391.74,USD,desktop,66,11835
PAY000000063,BKG000000063,1136235,2014-12-01 06:56:17,bank_transfer,success,NONE,223.81,USD,desktop,92,12576
PAY000000064,BKG000000064,574121,2013-03-07 18:43:51,credit_card,success,NONE,200.74,USD,desktop,205,43944
PAY000000065,BKG000000065,272278,2014-10-30 16:56:55,apple_pay,failed,INSUFFICIENT_FUNDS,1373.51,USD,desktop,215,8267
PAY000000066,BKG000000066,60391,2013-06-11 18:26:46,apple_pay,success,NONE,418.14,USD,desktop,205,23196
PAY000000067,BKG000000067,973053,2014-03-29 12:01:04,bank_transfer,success,NONE,211.03,USD,desktop,66,12621
PAY000000068,BKG000000068,1035921,2014-07-29 22:12:14,google_pay,success,NONE,804.56,USD,mobile,66,11353
PAY000000069,BKG000000069,565438,2013-11-05 08:31:25,google_pay,success,NONE,190.8,USD,desktop,205,27256
PAY000000070,BKG000000070,278350,2013-11-28 18:48:08,paypal,success,NONE,437.64,USD,desktop,66,22881
PAY000000071,BKG000000071,1056964,2013-01-29 03:39:26,debit_card,success,NONE,342.22,USD,desktop,66,8287
PAY000000072,BKG000000072,181927,2014-06-04 12:00:52,credit_card,failed,PAYMENT_PROVIDER_ERROR,226.4,USD,desktop,66,8797
PAY000000073,BKG000000073,727982,2014-03-01 23:44:07,bank_transfer,success,NONE,190.52,EUR,desktop,3,40859
PAY000000074,BKG000000074,1012467,2014-07-10 00:00:17,debit_card,success,NONE,147.23,USD,desktop,66,14875
PAY000000075,BKG000000075,830287,2013-12-12 13:19:13,credit_card,success,NONE,617.03,USD,desktop,66,23682
PAY000000076,BKG000000076,1023316,2014-05-16 22:38:30,debit_card,success,NONE,613.96,USD,desktop,66,8278
PAY000000077,BKG000000077,815312,2013-05-14 21:17:34,paypal,success,NONE,443.98,USD,desktop,66,8793
PAY000000078,BKG000000078,898239,2014-03-12 08:11:21,bank_transfer,success,NONE,265.64,USD,desktop,66,8277
PAY000000079,BKG000000079,195042,2013-05-15 15:15:20,credit_card,success,NONE,2300.45,USD,desktop,205,12233
PAY000000080,BKG000000080,1130024,2013-11-03 08:56:12,bank_transfer,success,NONE,327.67,USD,desktop,66,50630
PAY000000081,BKG000000081,4263,2014-01-27 20:24:15,credit_card,success,NONE,145.93,EUR,desktop,3,8803
PAY000000082,BKG000000082,477466,2013-04-12 16:37:22,debit_card,success,NONE,110.43,USD,desktop,134,6938
PAY000000083,BKG000000083,648811,2014-07-12 02:41:41,debit_card,success,NONE,456.62,USD,desktop,215,22117
PAY000000084,BKG000000084,107382,2014-03-17 00:35:04,paypal,success,NONE,547.77,USD,desktop,205,11922
PAY000000085,BKG000000085,565105,2014-06-13 18:35:21,credit_card,success,NONE,2441.66,USD,desktop,66,8647
PAY000000086,BKG000000086,1171343,2013-02-23 02:28:58,paypal,success,NONE,265.96,USD,desktop,66,49149
PAY000000087,BKG000000087,367719,2014-08-12 17:58:32,debit_card,success,NONE,1030.47,USD,desktop,66,8250
PAY000000088,BKG000000088,303276,2013-01-10 10:29:50,credit_card,success,NONE,732.58,USD,desktop,205,11986
PAY000000089,BKG000000089,627959,2014-11-13 10:32:05,credit_card,success,NONE,183.29,USD,desktop,66,12132
PAY000000090,BKG000000090,392027,2014-07-30 08:23:05,paypal,success,NONE,618.13,USD,desktop,66,11352
PAY000000091,BKG000000091,662595,2013-03-12 14:56:39,debit_card,success,NONE,2470.86,USD,desktop,66,8230
PAY000000092,BKG000000092,388616,2014-12-07 05:58:38,credit_card,success,NONE,144.93,EUR,desktop,3,20408
PAY000000093,BKG000000093,981341,2014-02-05 21:35:10,bank_transfer,success,NONE,1427.03,USD,desktop,205,8250
PAY000000094,BKG000000094,242071,2014-07-20 22:11:18,debit_card,success,NONE,285.55,USD,desktop,1,21238
PAY000000095,BKG000000095,418586,2014-04-10 13:44:59,apple_pay,success,NONE,354.02,USD,desktop,66,12004
PAY000000096,BKG000000096,106895,2014-11-24 13:39:27,credit_card,success,NONE,323.03,USD,desktop,66,26227
PAY000000097,BKG000000097,711536,2014-07-08 21:47:20,debit_card,success,NONE,250.96,USD,desktop,66,26403
PAY000000098,BKG000000098,674782,2014-11-06 09:23:06,credit_card,failed,CARD_DECLINED,640.18,USD,desktop,66,8253
PAY000000099,BKG000000099,186715,2014-11-03 10:53:56,debit_card,success,NONE,473.27,USD,desktop,66,11923
PAY000000100,BKG000000100,148549,2013-09-18 20:48:05,paypal,success,NONE,156.96,USD,desktop,66,14937
PAY000000101,BKG000000101,826469,2013-09-05 18:54:33,apple_pay,success,NONE,1315.59,USD,desktop,66,8739
PAY000000102,BKG000000102,337400,2014-10-29 19:21:24,paypal,success,NONE,186.37,USD,mobile,66,33082
PAY000000103,BKG000000103,429317,2013-02-06 13:29:34,credit_card,failed,CARD_DECLINED,130.61,USD,desktop,66,12193
PAY000000104,BKG000000104,639363,2014-06-10 11:26:31,google_pay,success,NONE,193.79,USD,desktop,66,18633
PAY000000105,BKG000000105,1029885,2014-12-29 07:33:38,credit_card,success,NONE,1279.13,USD,mobile,154,375
PAY000000106,BKG000000106,768270,2014-07-10 17:16:44,apple_pay,success,NONE,570.42,USD,desktop,66,19520
PAY000000107,BKG000000107,908851,2013-03-12 00:45:29,credit_card,success,NONE,650.78,USD,desktop,66,8250
PAY000000108,BKG000000108,936546,2014-02-02 21:13:50,credit_card,success,NONE,294.77,USD,desktop,205,27082
PAY000000109,BKG000000109,1114220,2014-04-22 20:35:16,paypal,success,NONE,592.02,USD,desktop,66,8267
PAY000000110,BKG000000110,569192,2013-10-21 01:10:46,credit_card,success,NONE,686.13,USD,desktop,182,30787
PAY000000111,BKG000000111,653211,2014-10-08 11:11:17,credit_card,success,NONE,499.89,USD,desktop,66,25860
PAY000000112,BKG000000112,4755,2014-01-29 22:40:00,credit_card,success,NONE,234.58,USD,desktop,66,11334
PAY000000113,BKG000000113,1035543,2013-07-05 14:10:54,credit_card,failed,PAYMENT_PROVIDER_ERROR,419.46,USD,mobile,66,8250
PAY000000114,BKG000000114,278588,2013-11-14 20:49:51,google_pay,success,NONE,174.55,USD,desktop,1,21722
PAY000000115,BKG000000115,214129,2014-12-31 19:56:27,credit_card,success,NONE,918.77,USD,mobile,68,7635
PAY000000116,BKG000000116,623113,2014-03-21 15:44:08,bank_transfer,success,NONE,382.26,EUR,desktop,119,8220
PAY000000117,BKG000000117,876921,2013-05-02 12:53:14,paypal,failed,CARD_DECLINED,445.32,USD,desktop,66,12206
PAY000000118,BKG000000118,1093834,2014-08-13 03:39:31,debit_card,failed,CARD_DECLINED,768.13,USD,desktop,66,12206
PAY000000119,BKG000000119,615972,2014-07-15 23:58:20,debit_card,success,NONE,416.22,USD,desktop,179,18754
PAY000000120,BKG000000120,895270,2014-09-12 21:15:17,credit_card,success,NONE,892.62,USD,desktop,52,18077
PAY000000121,BKG000000121,890850,2014-03-23 15:32:59,credit_card,success,NONE,514.98,USD,desktop,66,5270
PAY000000122,BKG000000122,930533,2014-12-30 17:23:36,debit_card,success,NONE,712.92,USD,desktop,66,11337
PAY000000123,BKG000000123,1139154,2013-10-26 18:20:39,debit_card,success,NONE,653.29,USD,desktop,66,12235
PAY000000124,BKG000000124,930829,2014-09-21 15:45:27,credit_card,success,NONE,198.59,USD,desktop,215,389
PAY000000125,BKG000000125,331760,2014-10-31 11:51:56,credit_card,success,NONE,224.74,USD,desktop,205,25946
PAY000000126,BKG000000126,558607,2014-08-21 00:33:40,credit_card,success,NONE,135.37,USD,desktop,66,25325
PAY000000127,BKG000000127,1138233,2014-08-29 11:49:56,credit_card,success,NONE,223.5,USD,desktop,178,12225
PAY000000128,BKG000000128,804665,2014-08-24 20:27:19,debit_card,success,NONE,331.72,USD,desktop,66,18488
PAY000000129,BKG000000129,278717,2014-06-02 10:22:26,credit_card,success,NONE,432.76,USD,desktop,66,8216
PAY000000130,BKG000000130,359898,2013-11-04 07:26:27,google_pay,success,NONE,470.09,USD,desktop,66,6292
PAY000000131,BKG000000131,566353,2014-07-26 09:28:36,google_pay,success,NONE,503.58,USD,desktop,205,25935
PAY000000132,BKG000000132,503313,2013-09-06 00:43:32,credit_card,success,NONE,386.97,USD,desktop,104,8864
PAY000000133,BKG000000133,214310,2013-05-30 17:26:58,credit_card,success,NONE,508.95,EUR,desktop,66,8819
PAY000000134,BKG000000134,411048,2014-09-01 12:04:53,credit_card,success,NONE,551.8,USD,desktop,66,8864
PAY000000135,BKG000000135,1112952,2014-04-15 09:42:41,credit_card,success,NONE,916.65,USD,desktop,66,20738
PAY000000136,BKG000000136,356743,2014-01-27 22:33:12,debit_card,failed,CARD_DECLINED,696.12,USD,desktop,46,20839
PAY000000137,BKG000000137,605295,2013-01-12 18:20:13,debit_card,success,NONE,887.45,USD,desktop,66,8291
PAY000000138,BKG000000138,696331,2014-11-26 23:40:49,apple_pay,success,NONE,294.37,USD,desktop,66,468
PAY000000139,BKG000000139,945045,2014-09-16 14:44:51,debit_card,success,NONE,564.17,USD,desktop,66,4454
PAY000000140,BKG000000140,233256,2014-08-03 21:06:41,paypal,success,NONE,130.66,EUR,desktop,3,22683
PAY000000141,BKG000000141,699969,2013-03-19 02:38:37,bank_transfer,success,NONE,365.79,EUR,desktop,3,8745
PAY000000142,BKG000000142,1070555,2014-11-05 18:23:02,apple_pay,success,NONE,173.93,USD,desktop,66,12190
PAY000000143,BKG000000143,32617,2014-09-01 20:55:36,credit_card,success,NONE,245.48,USD,desktop,69,45327
PAY000000144,BKG000000144,105725,2014-08-25 13:05:07,debit_card,success,NONE,2258.87,USD,desktop,66,12227
PAY000000145,BKG000000145,766347,2014-02-18 11:37:34,bank_transfer,success,NONE,146.01,USD,desktop,66,8843
PAY000000146,BKG000000146,253645,2014-10-22 14:56:27,bank_transfer,success,NONE,125.59,EUR,desktop,194,23436
PAY000000147,BKG000000147,965554,2013-08-12 17:32:23,credit_card,success,NONE,980.64,GBP,desktop,195,8213
PAY000000148,BKG000000148,623580,2014-09-05 01:44:35,apple_pay,success,NONE,686.39,USD,desktop,66,12826
PAY000000149,BKG000000149,1176672,2014-08-30 18:09:45,debit_card,success,NONE,744.54,EUR,desktop,3,12598
PAY000000150,BKG000000150,598469,2013-06-25 16:59:24,credit_card,success,NONE,296.46,USD,desktop,205,8811
PAY000000151,BKG000000151,156758,2013-02-24 08:21:39,google_pay,success,NONE,1855.67,USD,desktop,66,45093
PAY000000152,BKG000000152,1078696,2014-11-18 17:44:24,debit_card,success,NONE,91.39,USD,desktop,66,8837
PAY000000153,BKG000000153,556881,2014-01-16 07:28:47,paypal,success,NONE,270.63,USD,desktop,66,12153
PAY000000154,BKG000000154,1052510,2014-10-05 12:54:45,debit_card,success,NONE,968.22,USD,desktop,205,8223
PAY000000155,BKG000000155,805468,2014-11-26 16:07:12,credit_card,success,NONE,917.13,USD,desktop,66,5694
PAY000000156,BKG000000156,540356,2014-10-13 12:25:24,paypal,success,NONE,719.49,USD,desktop,66,27494
PAY000000157,BKG000000157,1052013,2014-09-13 03:29:25,paypal,success,NONE,410.29,USD,desktop,205,25814
PAY000000158,BKG000000158,887627,2013-09-10 04:31:45,debit_card,success,NONE,236.79,USD,desktop,66,23507
PAY000000159,BKG000000159,946036,2014-04-07 01:53:14,credit_card,success,NONE,434.64,USD,desktop,69,12051
PAY000000160,BKG000000160,1070285,2014-05-15 20:04:35,credit_card,success,NONE,698.25,GBP,desktop,195,8256
PAY000000161,BKG000000161,754948,2014-12-16 18:39:51,apple_pay,success,NONE,197.87,USD,desktop,66,8267
PAY000000162,BKG000000162,324898,2013-01-29 16:55:48,paypal,success,NONE,451.81,USD,desktop,205,8250
PAY000000163,BKG000000163,835478,2013-02-01 11:38:20,credit_card,success,NONE,188.26,USD,desktop,66,263
PAY000000164,BKG000000164,889304,2014-05-27 08:54:13,credit_card,success,NONE,2435.57,USD,desktop,66,8810
PAY000000165,BKG000000165,1197187,2013-06-29 13:00:45,google_pay,success,NONE,973.25,EUR,desktop,3,8267
PAY000000166,BKG000000166,1001739,2014-03-31 15:49:46,credit_card,success,NONE,154.88,USD,desktop,205,8288
PAY000000167,BKG000000167,42099,2014-06-21 19:27:18,credit_card,success,NONE,330.82,USD,desktop,66,8262
PAY000000168,BKG000000168,1041578,2014-02-16 16:17:23,credit_card,success,NONE,580.7,USD,desktop,68,8268
PAY000000169,BKG000000169,1174323,2014-06-26 22:31:15,debit_card,success,NONE,154.15,USD,desktop,1,8806
PAY000000170,BKG000000170,913184,2014-08-06 14:27:55,paypal,success,NONE,876.54,USD,desktop,66,45463
PAY000000171,BKG000000171,42693,2013-09-30 09:35:39,credit_card,success,NONE,348.66,USD,desktop,66,8743
PAY000000172,BKG000000172,939084,2014-08-04 20:41:06,credit_card,success,NONE,1013.66,USD,mobile,66,16235
PAY000000173,BKG000000173,296154,2014-01-16 17:38:01,credit_card,success,NONE,109.85,USD,mobile,205,52980
PAY000000174,BKG000000174,1178614,2014-12-09 12:42:34,credit_card,success,NONE,1284.74,USD,desktop,182,11439
PAY000000175,BKG000000175,1099846,2013-10-10 12:52:27,paypal,success,NONE,331.77,USD,desktop,66,26499
PAY000000176,BKG000000176,435754,2013-10-31 15:41:40,apple_pay,success,NONE,130.61,USD,desktop,66,8741
PAY000000177,BKG000000177,19315,2014-03-13 21:15:25,credit_card,success,NONE,492.54,EUR,desktop,3,669
PAY000000178,BKG000000178,66683,2014-02-24 03:19:20,debit_card,success,NONE,389.0,USD,desktop,66,8236
PAY000000179,BKG000000179,1111560,2014-09-18 10:02:10,credit_card,success,NONE,653.5,USD,desktop,66,12747
PAY000000180,BKG000000180,1055929,2013-04-14 13:38:57,debit_card,success,NONE,78.66,USD,desktop,66,12603
PAY000000181,BKG000000181,1180097,2014-08-30 00:50:55,credit_card,success,NONE,225.5,USD,desktop,66,17265
PAY000000182,BKG000000182,388519,2014-04-07 16:01:14,debit_card,success,NONE,156.29,USD,desktop,205,20404
PAY000000183,BKG000000183,959857,2014-10-17 13:44:37,credit_card,success,NONE,274.84,USD,desktop,66,8265
PAY000000184,BKG000000184,148427,2014-06-06 18:05:26,bank_transfer,success,NONE,384.26,USD,mobile,69,8289
PAY000000185,BKG000000185,149412,2013-11-02 10:10:48,credit_card,success,NONE,410.8,USD,desktop,66,8283
PAY000000186,BKG000000186,835229,2014-02-15 12:03:57,debit_card,success,NONE,456.7,USD,desktop,66,8250
PAY000000187,BKG000000187,1175100,2013-01-15 01:43:34,paypal,success,NONE,116.0,USD,desktop,66,12947
PAY000000188,BKG000000188,948172,2014-12-02 21:42:42,debit_card,success,NONE,1658.22,USD,desktop,66,4672
PAY000000189,BKG000000189,908418,2014-11-10 17:35:17,credit_card,success,NONE,241.74,USD,desktop,66,12003
PAY000000190,BKG000000190,773774,2013-06-23 11:26:19,apple_pay,success,NONE,152.81,USD,desktop,214,8245
PAY000000191,BKG000000191,192581,2014-09-09 10:28:16,credit_card,success,NONE,889.66,USD,desktop,66,11938
PAY000000192,BKG000000192,860798,2014-11-29 11:30:40,paypal,success,NONE,185.08,USD,mobile,66,27082
PAY000000193,BKG000000193,586794,2013-08-21 22:13:12,debit_card,success,NONE,186.67,USD,desktop,66,27279
PAY000000194,BKG000000194,110601,2013-05-09 14:44:02,credit_card,success,NONE,713.19,USD,desktop,66,8281
PAY000000195,BKG000000195,482911,2014-10-13 14:34:53,paypal,success,NONE,243.36,USD,mobile,66,6499
PAY000000196,BKG000000196,606774,2014-12-06 01:46:31,debit_card,success,NONE,256.25,USD,desktop,133,8745
PAY000000197,BKG000000197,49036,2013-06-05 16:20:32,credit_card,success,NONE,1172.13,USD,mobile,66,32927
PAY000000198,BKG000000198,1090381,2013-04-29 08:31:03,debit_card,success,NONE,218.2,USD,desktop,57,12206
PAY000000199,BKG000000199,192284,2013-06-11 15:40:02,paypal,success,NONE,135.85,USD,desktop,66,16427
PAY000000200,BKG000000200,479241,2013-04-14 20:40:58,debit_card,success,NONE,549.88,USD,desktop,66,3651
PAY000000201,BKG000000201,1134574,2014-12-30 13:46:10,credit_card,success,NONE,876.11,USD,desktop,205,22254
PAY000000202,BKG000000202,1104636,2014-08-07 15:28:58,credit_card,success,NONE,1077.89,USD,desktop,66,14846
PAY000000203,BKG000000203,733381,2013-08-02 15:17:25,apple_pay,success,NONE,230.68,USD,desktop,66,27004
PAY000000204,BKG000000204,936547,2014-05-02 08:35:39,google_pay,success,NONE,333.66,USD,desktop,66,8231
PAY000000205,BKG000000205,800065,2013-07-29 11:16:38,credit_card,success,NONE,93.6,USD,desktop,205,5166
PAY000000206,BKG000000206,1167181,2014-05-27 23:19:13,credit_card,success,NONE,453.1,EUR,desktop,3,8242
PAY000000207,BKG000000207,392382,2014-07-22 15:59:04,credit_card,success,NONE,253.03,USD,desktop,66,8272
PAY000000208,BKG000000208,1058909,2014-11-26 01:51:06,debit_card,success,NONE,470.58,USD,mobile,66,1014
PAY000000209,BKG000000209,586910,2014-10-05 12:49:16,credit_card,success,NONE,154.03,EUR,desktop,70,5497
PAY000000210,BKG000000210,602274,2013-03-31 18:06:36,apple_pay,success,NONE,244.08,USD,desktop,66,8260
PAY000000211,BKG000000211,882993,2014-07-29 18:30:49,credit_card,success,NONE,469.1,USD,mobile,205,8817
PAY000000212,BKG000000212,889648,2014-09-26 23:37:06,credit_card,success,NONE,191.32,USD,desktop,104,8864
PAY000000213,BKG000000213,915247,2013-11-10 13:21:40,credit_card,success,NONE,477.44,USD,desktop,205,12206
PAY000000214,BKG000000214,782063,2014-10-20 16:42:10,credit_card,success,NONE,204.28,USD,desktop,66,21489
PAY000000215,BKG000000215,208049,2014-05-17 00:02:41,paypal,success,NONE,359.47,EUR,desktop,3,8282
PAY000000216,BKG000000216,1134092,2014-05-01 23:44:56,debit_card,success,NONE,1144.34,USD,mobile,215,12206
PAY000000217,BKG000000217,493658,2013-06-25 06:54:39,paypal,success,NONE,183.82,USD,desktop,66,12691
PAY000000218,BKG000000218,586918,2013-11-21 17:39:36,credit_card,success,NONE,1339.7,USD,desktop,46,12233
PAY000000219,BKG000000219,1156675,2014-07-25 04:59:48,paypal,success,NONE,99.71,USD,desktop,66,8254
PAY000000220,BKG000000220,1119493,2014-10-09 20:43:41,apple_pay,success,NONE,509.64,USD,mobile,66,13925
PAY000000221,BKG000000221,1045011,2013-09-05 10:51:24,debit_card,success,NONE,228.99,USD,desktop,66,8271
PAY000000222,BKG000000222,120435,2014-12-30 14:49:04,credit_card,success,NONE,772.76,USD,desktop,66,12402
PAY000000223,BKG000000223,1086858,2013-06-28 20:48:08,paypal,success,NONE,156.62,USD,desktop,52,22322
PAY000000224,BKG000000224,590720,2014-10-12 04:27:10,paypal,success,NONE,115.26,USD,mobile,195,22341
PAY000000225,BKG000000225,543989,2014-08-22 13:55:48,credit_card,success,NONE,240.89,EUR,desktop,3,468
PAY000000226,BKG000000226,358553,2013-07-24 18:35:07,google_pay,failed,AUTH_TIMEOUT,179.32,USD,desktop,205,17442
PAY000000227,BKG000000227,589936,2013-07-22 14:49:47,credit_card,success,NONE,671.81,USD,desktop,85,1645
PAY000000228,BKG000000228,1054688,2013-02-14 18:22:15,google_pay,success,NONE,811.78,GBP,desktop,77,8260
PAY000000229,BKG000000229,208618,2013-09-09 18:13:45,debit_card,success,NONE,943.73,EUR,desktop,119,8279
PAY000000230,BKG000000230,694614,2014-07-14 16:22:33,bank_transfer,success,NONE,228.5,GBP,mobile,66,12217
PAY000000231,BKG000000231,222966,2014-12-03 19:22:32,apple_pay,success,NONE,139.3,USD,desktop,205,8287
PAY000000232,BKG000000232,98329,2014-03-20 18:50:48,credit_card,success,NONE,438.48,USD,desktop,66,24845
PAY000000233,BKG000000233,1018909,2013-11-12 21:40:02,credit_card,success,NONE,414.03,USD,desktop,66,6071
PAY000000234,BKG000000234,173726,2014-01-31 13:55:56,debit_card,success,NONE,233.27,USD,desktop,66,12452
PAY000000235,BKG000000235,1154695,2014-03-21 15:50:03,google_pay,success,NONE,577.34,EUR,desktop,167,8806
PAY000000236,BKG000000236,824811,2014-12-23 16:56:54,credit_card,success,NONE,220.1,USD,desktop,205,21676
PAY000000237,BKG000000237,468182,2014-04-19 19:32:48,credit_card,success,NONE,185.35,USD,mobile,66,21361
PAY000000238,BKG000000238,1185921,2013-11-18 10:00:30,credit_card,success,NONE,448.61,USD,desktop,66,8231
