refund_id,booking_id,payment_id,refund_requested,refund_status,refund_reason,refund_amount,refund_request_time
REF000000129,BKG000000143,PAY000000143,False,not_requested,not_requested,0.0,
REF000000130,BKG000000144,PAY000000144,False,not_requested,not_requested,0.0,
REF000000131,BKG000000145,PAY000000145,False,not_requested,not_requested,0.0,
REF000000132,BKG000000146,PAY000000146,False,not_requested,not_requested,0.0,
REF000000133,BKG000000147,PAY000000147,False,not_requested,not_requested,0.0,
REF000000134,BKG000000148,PAY000000148,False,not_requested,not_requested,0.0,
REF000000135,BKG000000149,PAY000000149,True,approved,ticketing_failure,744.54,2014-10-27 18:09:45
REF000000136,BKG000000150,PAY000000150,False,not_requested,not_requested,0.0,
REF000000137,BKG000000151,PAY000000151,False,not_requested,not_requested,0.0,
REF000000138,BKG000000152,PAY000000152,False,not_requested,not_requested,0.0,
REF000000139,BKG000000153,PAY000000153,False,not_requested,not_requested,0.0,
REF000000140,BKG000000154,PAY000000154,False,not_requested,not_requested,0.0,
REF000000141,BKG000000155,PAY000000155,False,not_requested,not_requested,0.0,
REF000000142,BKG000000156,PAY000000156,False,not_requested,not_requested,0.0,
REF000000143,BKG000000157,PAY000000157,False,not_requested,not_requested,0.0,
REF000000144,BKG000000158,PAY000000158,False,not_requested,not_requested,0.0,
REF000000145,BKG000000159,PAY000000159,False,not_requested,not_requested,0.0,
REF000000146,BKG000000160,PAY000000160,False,not_requested,not_requested,0.0,
REF000000147,BKG000000161,PAY000000161,False,not_requested,not_requested,0.0,
REF000000148,BKG000000162,PAY000000162,False,not_requested,not_requested,0.0,
REF000000149,BKG000000163,PAY000000163,False,not_requested,not_requested,0.0,
REF000000150,BKG000000164,PAY000000164,False,not_requested,not_requested,0.0,
REF000000151,BKG000000165,PAY000000165,False,not_requested,not_requested,0.0,
REF000000152,BKG000000166,PAY000000166,False,not_requested,not_requested,0.0,
REF000000153,BKG000000167,PAY000000167,False,not_requested,not_requested,0.0,
REF000000154,BKG000000168,PAY000000168,False,not_requested,not_requested,0.0,
REF000000155,BKG000000169,PAY000000169,False,not_requested,not_requested,0.0,
REF000000156,BKG000000170,PAY000000170,False,not_requested,not_requested,0.0,
REF000000157,BKG000000171,PAY000000171,False,not_requested,not_requested,0.0,
REF000000158,BKG000000172,PAY000000172,False,not_requested,not_requested,0.0,
REF000000159,BKG000000173,PAY000000173,False,not_requested,not_requested,0.0,
REF000000160,BKG000000174,PAY000000174,True,approved,airline_schedule_change,1284.74,2015-01-30 12:42:34
REF000000161,BKG000000175,PAY000000175,False,not_requested,not_requested,0.0,
REF000000162,BKG000000176,PAY000000176,False,not_requested,not_requested,0.0,
REF000000163,BKG000000177,PAY000000177,False,not_requested,not_requested,0.0,
REF000000164,BKG000000178,PAY000000178,False,not_requested,not_requested,0.0,
REF000000165,BKG000000179,PAY000000179,False,not_requested,not_requested,0.0,
REF000000166,BKG000000180,PAY000000180,False,not_requested,not_requested,0.0,
REF000000167,BKG000000181,PAY000000181,False,not_requested,not_requested,0.0,
REF000000168,BKG000000182,PAY000000182,False,not_requested,not_requested,0.0,
REF000000169,BKG000000183,PAY000000183,False,not_requested,not_requested,0.0,
REF000000170,BKG000000184,PAY000000184,False,not_requested,not_requested,0.0,
REF000000171,BKG000000185,PAY000000185,False,not_requested,not_requested,0.0,
REF000000172,BKG000000186,PAY000000186,False,not_requested,not_requested,0.0,
REF000000173,BKG000000187,PAY000000187,False,not_requested,not_requested,0.0,
REF000000174,BKG000000188,PAY000000188,False,not_requested,not_requested,0.0,
REF000000175,BKG000000189,PAY000000189,False,not_requested,not_requested,0.0,
REF000000176,BKG000000190,PAY000000190,False,not_requested,not_requested,0.0,
REF000000177,BKG000000191,PAY000000191,False,not_requested,not_requested,0.0,
REF000000178,BKG000000192,PAY000000192,False,not_requested,not_requested,0.0,
REF000000179,BKG000000193,PAY000000193,False,not_requested,not_requested,0.0,
REF000000180,BKG000000194,PAY000000194,False,not_requested,not_requested,0.0,
REF000000181,BKG000000195,PAY000000195,False,not_requested,not_requested,0.0,
REF000000182,BKG000000196,PAY000000196,False,not_requested,not_requested,0.0,
REF000000183,BKG000000197,PAY000000197,False,not_requested,not_requested,0.0,
REF000000184,BKG000000198,PAY000000198,False,not_requested,not_requested,0.0,
REF000000185,BKG000000199,PAY000000199,False,not_requested,not_requested,0.0,
REF000000186,BKG000000200,PAY000000200,False,not_requested,not_requested,0.0,
REF000000187,BKG000000201,PAY000000201,False,not_requested,not_requested,0.0,
REF000000188,BKG000000202,PAY000000202,False,not_requested,not_requested,0.0,
REF000000189,BKG000000203,PAY000000203,False,not_requested,not_requested,0.0,
REF000000190,BKG000000204,PAY000000204,False,not_requested,not_requested,0.0,
REF000000191,BKG000000205,PAY000000205,False,not_requested,not_requested,0.0,
REF000000192,BKG000000206,PAY000000206,False,not_requested,not_requested,0.0,
REF000000193,BKG000000207,PAY000000207,False,not_requested,not_requested,0.0,
REF000000194,BKG000000208,PAY000000208,False,not_requested,not_requested,0.0,
REF000000195,BKG000000209,PAY000000209,False,not_requested,not_requested,0.0,
REF000000196,BKG000000210,PAY000000210,False,not_requested,not_requested,0.0,
REF000000197,BKG000000211,PAY000000211,False,not_requested,not_requested,0.0,
REF000000198,BKG000000212,PAY000000212,False,not_requested,not_requested,0.0,
REF000000199,BKG000000213,PAY000000213,False,not_requested,not_requested,0.0,
REF000000200,BKG000000214,PAY000000214,False,not_requested,not_requested,0.0,
REF000000201,BKG000000215,PAY000000215,False,not_requested,not_requested,0.0,
REF000000202,BKG000000216,PAY000000216,False,not_requested,not_requested,0.0,
REF000000203,BKG000000217,PAY000000217,False,not_requested,not_requested,0.0,
REF000000204,BKG000000218,PAY000000218,False,not_requested,not_requested,0.0,
REF000000205,BKG000000219,PAY000000219,False,not_requested,not_requested,0.0,
REF000000206,BKG000000220,PAY000000220,False,not_requested,not_requested,0.0,
REF000000207,BKG000000221,PAY000000221,False,not_requested,not_requested,0.0,
REF000000208,BKG000000222,PAY000000222,False,not_requested,not_requested,0.0,
REF000000209,BKG000000223,PAY000000223,False,not_requested,not_requested,0.0,
REF000000210,BKG000000224,PAY000000224,True,rejected,customer_cancelled,0.0,2014-12-08 04:27:10
REF000000211,BKG000000225,PAY000000225,False,not_requested,not_requested,0.0,
REF000000212,BKG000000227,PAY000000227,False,not_requested,not_requested,0.0,
REF000000213,BKG000000228,PAY000000228,False,not_requested,not_requested,0.0,
REF000000214,BKG000000229,PAY000000229,False,not_requested,not_requested,0.0,
REF000000215,BKG000000230,PAY000000230,False,not_requested,not_requested,0.0,
REF000000216,BKG000000231,PAY000000231,False,not_requested,not_requested,0.0,
REF000000217,BKG000000232,PAY000000232,False,not_requested,not_requested,0.0,
REF000000218,BKG000000233,PAY000000233,False,not_requested,not_requested,0.0,
REF000000219,BKG000000234,PAY000000234,False,not_requested,not_requested,0.0,
REF000000220,BKG000000235,PAY000000235,False,not_requested,not_requested,0.0,
REF000000221,BKG000000236,PAY000000236,False,not_requested,not_requested,0.0,
REF000000222,BKG000000237,PAY000000237,False,not_requested,not_requested,0.0,
REF000000223,BKG000000238,PAY000000238,False,not_requested,not_requested,0.0,
REF000000224,BKG000000239,PAY000000239,False,not_requested,not_requested,0.0,
REF000000225,BKG000000240,PAY000000240,False,not_requested,not_requested,0.0,
REF000000226,BKG000000241,PAY000000241,False,not_requested,not_requested,0.0,
REF000000227,BKG000000242,PAY000000242,False,not_requested,not_requested,0.0,
REF000000228,BKG000000243,PAY000000243,False,not_requested,not_requested,0.0,
REF000000229,BKG000000244,PAY000000244,False,not_requested,not_requested,0.0,
REF000000230,BKG000000245,PAY000000245,False,not_requested,not_requested,0.0,
REF000000231,BKG000000247,PAY000000247,False,not_requested,not_requested,0.0,
REF000000232,BKG000000249,PAY000000249,False,not_requested,not_requested,0.0,
REF000000233,BKG000000250,PAY000000250,False,not_requested,not_requested,0.0,
REF000000234,BKG000000251,PAY000000251,False,not_requested,not_requested,0.0,
REF000000235,BKG000000252,PAY000000252,False,not_requested,not_requested,0.0,
REF000000236,BKG000000253,PAY000000253,False,not_requested,not_requested,0.0,
REF000000237,BKG000000255,PAY000000255,False,not_requested,not_requested,0.0,
REF000000238,BKG000000256,PAY000000256,False,not_requested,not_requested,0.0,
REF000000239,BKG000000257,PAY000000257,False,not_requested,not_requested,0.0,
REF000000240,BKG000000258,PAY000000258,False,not_requested,not_requested,0.0,
REF000000241,BKG000000259,PAY000000259,False,not_requested,not_requested,0.0,
REF000000242,BKG000000260,PAY000000260,False,not_requested,not_requested,0.0,
REF000000243,BKG000000261,PAY000000261,False,not_requested,not_requested,0.0,
REF000000244,BKG000000262,PAY000000262,False,not_requested,not_requested,0.0,
REF000000245,BKG000000263,PAY000000263,False,not_requested,not_requested,0.0,
REF000000246,BKG000000265,PAY000000265,False,not_requested,not_requested,0.0,
REF000000247,BKG000000266,PAY000000266,False,not_requested,not_requested,0.0,
REF000000248,BKG000000267,PAY000000267,False,not_requested,not_requested,0.0,
REF000000249,BKG000000268,PAY000000268,False,not_requested,not_requested,0.0,
REF000000250,BKG000000269,PAY000000269,False,not_requested,not_requested,0.0,
REF000000251,BKG000000270,PAY000000270,False,not_requested,not_requested,0.0,
REF000000252,BKG000000271,PAY000000271,False,not_requested,not_requested,0.0,
REF000000253,BKG000000272,PAY000000272,False,not_requested,not_requested,0.0,
REF000000254,BKG000000273,PAY000000273,True,approved,duplicate_booking,678.1,2014-08-27 23:18:38
REF000000255,BKG000000274,PAY000000274,False,not_requested,not_requested,0.0,
REF000000256,BKG000000275,PAY000000275,False,not_requested,not_requested,0.0,
REF000000257,BKG000000276,PAY000000276,False,not_requested,not_requested,0.0,
REF000000258,BKG000000277,PAY000000277,False,not_requested,not_requested,0.0,
REF000000259,BKG000000278,PAY000000278,False,not_requested,not_requested,0.0,
REF000000260,BKG000000279,PAY000000279,False,not_requested,not_requested,0.0,
REF000000261,BKG000000280,PAY000000280,False,not_requested,not_requested,0.0,
REF000000262,BKG000000282,PAY000000282,False,not_requested,not_requested,0.0,
REF000000263,BKG000000283,PAY000000283,False,not_requested,not_requested,0.0,
REF000000264,BKG000000284,PAY000000284,False,not_requested,not_requested,0.0,
REF000000265,BKG000000285,PAY000000285,False,not_requested,not_requested,0.0,
REF000000266,BKG000000286,PAY000000286,False,not_requested,not_requested,0.0,
REF000000267,BKG000000287,PAY000000287,False,not_requested,not_requested,0.0,
REF000000268,BKG000000288,PAY000000288,False,not_requested,not_requested,0.0,
REF000000269,BKG000000289,PAY000000289,False,not_requested,not_requested,0.0,
REF000000270,BKG000000290,PAY000000290,False,not_requested,not_requested,0.0,
REF000000271,BKG000000291,PAY000000291,True,approved,airline_schedule_change,306.92,2013-11-15 11:10:27
REF000000272,BKG000000292,PAY000000292,False,not_requested,not_requested,0.0,
REF000000273,BKG000000293,PAY000000293,False,not_requested,not_requested,0.0,
REF000000274,BKG000000294,PAY000000294,False,not_requested,not_requested,0.0,
REF000000275,BKG000000295,PAY000000295,False,not_requested,not_requested,0.0,
REF000000276,BKG000000296,PAY000000296,False,not_requested,not_requested,0.0,
REF000000277,BKG000000297,PAY000000297,False,not_requested,not_requested,0.0,
REF000000278,BKG000000298,PAY000000298,False,not_requested,not_requested,0.0,
REF000000279,BKG000000299,PAY000000299,False,not_requested,not_requested,0.0,
REF000000280,BKG000000300,PAY000000300,False,not_requested,not_requested,0.0,
REF000000281,BKG000000301,PAY000000301,False,not_requested,not_requested,0.0,
REF000000282,BKG000000302,PAY000000302,False,not_requested,not_requested,0.0,
REF000000283,BKG000000303,PAY000000303,False,not_requested,not_requested,0.0,
REF000000284,BKG000000304,PAY000000304,False,not_requested,not_requested,0.0,
REF000000285,BKG000000305,PAY000000305,False,not_requested,not_requested,0.0,
REF000000286,BKG000000306,PAY000000306,False,not_requested,not_requested,0.0,
REF000000287,BKG000000307,PAY000000307,False,not_requested,not_requested,0.0,
REF000000288,BKG000000308,PAY000000308,False,not_requested,not_requested,0.0,
REF000000289,BKG000000309,PAY000000309,False,not_requested,not_requested,0.0,
REF000000290,BKG000000310,PAY000000310,False,not_requested,not_requested,0.0,
REF000000291,BKG000000311,PAY000000311,False,not_requested,not_requested,0.0,
REF000000292,BKG000000312,PAY000000312,False,not_requested,not_requested,0.0,
REF000000293,BKG000000313,PAY000000313,False,not_requested,not_requested,0.0,
REF000000294,BKG000000314,PAY000000314,False,not_requested,not_requested,0.0,
REF000000295,BKG000000315,PAY000000315,False,not_requested,not_requested,0.0,
REF000000296,BKG000000316,PAY000000316,False,not_requested,not_requested,0.0,
REF000000297,BKG000000317,PAY000000317,False,not_requested,not_requested,0.0,
REF000000298,BKG000000319,PAY000000319,False,not_requested,not_requested,0.0,
REF000000299,BKG000000320,PAY000000320,False,not_requested,not_requested,0.0,
REF000000300,BKG000000321,PAY000000321,False,not_requested,not_requested,0.0,
REF000000301,BKG000000322,PAY000000322,False,not_requested,not_requested,0.0,
REF000000302,BKG000000324,PAY000000324,False,not_requested,not_requested,0.0,
REF000000303,BKG000000325,PAY000000325,False,not_requested,not_requested,0.0,
REF000000304,BKG000000326,PAY000000326,False,not_requested,not_requested,0.0,
REF000000305,BKG000000327,PAY000000327,False,not_requested,not_requested,0.0,
REF000000306,BKG000000328,PAY000000328,False,not_requested,not_requested,0.0,
REF000000307,BKG000000329,PAY000000329,False,not_requested,not_requested,0.0,
REF000000308,BKG000000330,PAY000000330,False,not_requested,not_requested,0.0,
REF000000309,BKG000000331,PAY000000331,False,not_requested,not_requested,0.0,
REF000000310,BKG000000332,PAY000000332,False,not_requested,not_requested,0.0,
REF000000311,BKG000000334,PAY000000334,False,not_requested,not_requested,0.0,
REF000000312,BKG000000335,PAY000000335,False,not_requested,not_requested,0.0,
REF000000313,BKG000000336,PAY000000336,False,not_requested,not_requested,0.0,
REF000000314,BKG000000338,PAY000000338,False,not_requested,not_requested,0.0,
REF000000315,BKG000000339,PAY000000339,False,not_requested,not_requested,0.0,
REF000000316,BKG000000340,PAY000000340,False,not_requested,not_requested,0.0,
REF000000317,BKG000000341,PAY000000341,False,not_requested,not_requested,0.0,
REF000000318,BKG000000342,PAY000000342,False,not_requested,not_requested,0.0,
REF000000319,BKG000000343,PAY000000343,False,not_requested,not_requested,0.0,
REF000000320,BKG000000344,PAY000000344,False,not_requested,not_requested,0.0,
REF000000321,BKG000000345,PAY000000345,False,not_requested,not_requested,0.0,
REF000000322,BKG000000346,PAY000000346,False,not_requested,not_requested,0.0,
REF000000323,BKG000000347,PAY000000347,False,not_requested,not_requested,0.0,
REF000000324,BKG000000348,PAY000000348,False,not_requested,not_requested,0.0,
REF000000325,BKG000000349,PAY000000349,True,approved,duplicate_booking,124.58,2013-02-26 17:44:52
REF000000326,BKG000000351,PAY000000351,False,not_requested,not_requested,0.0,
REF000000327,BKG000000352,PAY000000352,False,not_requested,not_requested,0.0,
REF000000328,BKG000000353,PAY000000353,False,not_requested,not_requested,0.0,
REF000000329,BKG000000354,PAY000000354,False,not_requested,not_requested,0.0,
REF000000330,BKG000000356,PAY000000356,False,not_requested,not_requested,0.0,
REF000000331,BKG000000357,PAY000000357,False,not_requested,not_requested,0.0,
REF000000332,BKG000000358,PAY000000358,False,not_requested,not_requested,0.0,
REF000000333,BKG000000359,PAY000000359,False,not_requested,not_requested,0.0,
REF000000334,BKG000000360,PAY000000360,False,not_requested,not_requested,0.0,
REF000000335,BKG000000361,PAY000000361,False,not_requested,not_requested,0.0,
REF000000336,BKG000000362,PAY000000362,False,not_requested,not_requested,0.0,
REF000000337,BKG000000363,PAY000000363,False,not_requested,not_requested,0.0,
REF000000338,BKG000000364,PAY000000364,False,not_requested,not_requested,0.0,
REF000000339,BKG000000365,PAY000000365,False,not_requested,not_requested,0.0,
REF000000340,BKG000000366,PAY000000366,False,not_requested,not_requested,0.0,
REF000000341,BKG000000367,PAY000000367,False,not_requested,not_requested,0.0,
REF000000342,BKG000000368,PAY000000368,False,not_requested,not_requested,0.0,
REF000000343,BKG000000369,PAY000000369,False,not_requested,not_requested,0.0,
REF000000344,BKG000000370,PAY000000370,False,not_requested,not_requested,0.0,
REF000000345,BKG000000371,PAY000000371,False,not_requested,not_requested,0.0,
REF000000346,BKG000000372,PAY000000372,False,not_requested,not_requested,0.0,
REF000000347,BKG000000374,PAY000000374,False,not_requested,not_requested,0.0,
REF000000348,BKG000000375,PAY000000375,False,not_requested,not_requested,0.0,
REF000000349,BKG000000376,PAY000000376,True,approved,payment_dispute,577.57,2013-09-11 18:30:47
REF000000350,BKG000000377,PAY000000377,False,not_requested,not_requested,0.0,
REF000000351,BKG000000378,PAY000000378,False,not_requested,not_requested,0.0,
REF000000352,BKG000000379,PAY000000379,True,rejected,customer_cancelled,0.0,2013-11-17 00:43:47
REF000000353,BKG000000380,PAY000000380,False,not_requested,not_requested,0.0,
REF000000354,BKG000000381,PAY000000381,False,not_requested,not_requested,0.0,
REF000000355,BKG000000382,PAY000000382,False,not_requested,not_requested,0.0,
REF000000356,BKG000000383,PAY000000383,False,not_requested,not_requested,0.0,
REF000000357,BKG000000384,PAY000000384,False,not_requested,not_requested,0.0,
REF000000358,BKG000000385,PAY000000385,False,not_requested,not_requested,0.0,
REF000000359,BKG000000386,PAY000000386,False,not_requested,not_requested,0.0,
REF000000360,BKG000000387,PAY000000387,False,not_requested,not_requested,0.0,
REF000000361,BKG000000388,PAY000000388,False,not_requested,not_requested,0.0,
REF000000362,BKG000000389,PAY000000389,False,not_requested,not_requested,0.0,
REF000000363,BKG000000391,PAY000000391,False,not_requested,not_requested,0.0,
REF000000364,BKG000000392,PAY000000392,False,not_requested,not_requested,0.0,
REF000000365,BKG000000393,PAY000000393,False,not_requested,not_requested,0.0,
REF000000366,BKG000000394,PAY000000394,True,approved,airline_schedule_change,212.03,2013-11-30 03:56:34
REF000000367,BKG000000395,PAY000000395,False,not_requested,not_requested,0.0,
REF000000368,BKG000000396,PAY000000396,False,not_requested,not_requested,0.0,
REF000000369,BKG000000397,PAY000000397,False,not_requested,not_requested,0.0,
